sale_id,customer_id,product_id,quantity,sale_date,payment_method,discount,returned
SALE62002,CUSTOMER13337,PROD1492,5,2025-07-04,,0.2,True
SALE62003,CUST28579,PROD1882,6,2023-09-21,Credit Card,0.16,True
SALE62004,CUSTOMER20768,PROD1231,5,2025-04-14,Credit Card,0.24,True
SALE62005,cust11699,PROD1979,5,2024-10-09,Cash,0.17,True
SALE62006,CUST23575,PROD1991,2,2024-11-11,Cash,0.02,True
SALE62007,CUSTOMER14601,PROD1260,7,2024-06-25,Debit Card,0.09,False
SALE62008,CUST16193,PROD1494,6,2025-05-29,Cash,0.24,False
SALE62009,CUST18074,PROD1044,9,01/01/2023,Cash,0.04,False
SALE62010,CUST19984,PROD1454,2,2023-09-29,PayPal,0.09,False
SALE62011,CUST18957,PROD1142,4,2024-04-23,PayPal,0.21,False
SALE62012,,PROD1877,4,2024-02-22,PayPal,0.26,False
SALE62013,CUST21923,PROD1288,5,2024-09-24,Credit Card,0.12,True
SALE62014,cust28563,PROD1443,4,2023-10-29,PayPal,0.06,False
SALE62015,CUST18006,PROD1186,2,2023-09-23,PayPal,0.29,False
SALE62016,cust28119,PROD1339,2,2025-02-08,Cash,0.12,False
SALE62017,CUSTOMER27826,,9,2025-01-22,Debit Card,0.26,False
SALE62018,CUST17684,PROD1616,2,2024-03-08,Debit Card,0.0,True
SALE62019,CUSTOMER17964,,3,2024-09-28,Credit Card,0.11,True
SALE62020,CUST16441,PROD1503,3,01-Jan-2023,Debit Card,0.1,True
SALE62021,cust16882,PROD1598,9,2025-03-09,Cash,0.27,False
SALE62022,CUST24606,PROD1529,2,2024-11-27,PayPal,0.22,False
SALE62023,CUST27080,PROD1578,7,2023-11-13,,0.07,False
SALE62024,CUST25946,PROD1437,1,2024-09-06,PayPal,0.25,True
SALE62025,CUST16700,PROD1539,9,2023-12-31,Debit Card,0.08,False
SALE62026,cust17528,PROD1806,1,2025-07-10,Credit Card,0.07,True
SALE62027,CUSTOMER20697,PROD1430,4,2024-07-19,Debit Card,0.07,True
SALE62028,,PROD1134,8,2024-10-11,Credit Card,0.29,True
SALE62029,CUSTOMER11933,PROD1875,8,2024-01-16,Debit Card,0.12,True
SALE62030,CUST20692,PROD1060,4,2025-07-19,Credit Card,0.03,False
SALE62031,CUST28004,PROD1344,9,2024-09-13,Debit Card,0.15,True
SALE62032,CUSTOMER15295,PROD1858,9,2025-06-03,Credit Card,0.11,True
SALE62033,CUST29196,PROD1676,2,2024-07-04,Debit Card,0.23,True
SALE62034,CUST27397,PROD1342,8,2024-03-11,Credit Card,0.23,True
SALE62035,CUST29735,PROD1031,6,2025-04-13,Debit Card,0.21,False
SALE62036,cust21126,PROD1387,7,2024-02-15,Debit Card,0.01,False
SALE62037,CUST28628,PROD1495,2,2025-03-25,Cash,0.27,True
SALE62038,,PROD1143,2,2024-05-03,PayPal,0.25,text_False
SALE62039,CUST12222,PROD1522,8,2025-01-22,Credit Card,0.2,False
SALE62040,CUST19277,PROD1134,7,2023-10-22,Credit Card,0.07,True
SALE62041,CUST26956,PROD1236,5,2025-03-05,Credit Card,0.23,True
SALE62042,cust27571,PROD1397,2,2024-01-29,Cash,0.14,False
SALE62043,CUST10395,PROD1008,3,2024-10-12,Cash,0.27,False
SALE62044,cust20599,PROD1535,6,2023-12-16,Debit Card,0.06,True
SALE62045,CUST20953,PROD1241,9,2024-06-27,Debit Card,0.14,True
SALE62046,CUST12191,PROD1345,3,2024-10-06,Cash,0.05,True
SALE62047,CUST21468,PROD1978,3,2024-07-08,Debit Card,0.21,True
SALE62048,,PROD1175,4,2024-12-28,Credit Card,0.27,True
SALE62049,cust23452,PROD1194,2,2024-04-29,Credit Card,0.18,text_False
SALE62050,CUST25995,PROD1902,1,2023-11-01,PayPal,0.29,False
SALE62051,CUST18984,PROD1216,8,2024-11-23,PayPal,0.25,False
SALE62052,cust23217,PROD1607,4,2025-03-12,PayPal,0.13,False
SALE62053,CUSTOMER19863,PROD1083,6,2024-07-16,Credit Card,0.3,True
SALE62054,,PROD1608,5,2024-04-18,Cash,0.21,True
SALE62055,CUST15994,PROD1618,3,2024-08-18,Cash,0.06,False
SALE62056,cust25158,PROD1838,3,2024-06-22,Credit Card,0.3,False
SALE62057,CUSTOMER16517,PROD1972,1,2024-07-21,Debit Card,1.3,True
SALE62058,CUST11714,PROD1818,6,2025-04-24,Credit Card,0.16,False
SALE62059,CUSTOMER11218,PROD1528,1,2023-09-02,PayPal,0.19,False
SALE62060,CUST23601,PROD1899,8,2025-02-08,PayPal,0.09,True
SALE62061,CUST17853,PROD1428,1,2024-03-09,Credit Card,0.07,True
SALE62062,CUST22827,PROD1141,7,2024-03-07,Credit Card,0.09,True
SALE62063,cust19602,PROD1933,9,2024-08-23,Credit Card,0.03,Fal...
SALE62064,CUST25178,PROD1992,2,2023-08-14,Cash,0.25,True
SALE62065,CUST11250,PROD1667,3,9999-99-99,Cash,0.03,False
SALE62066,CUST19105,PROD1699,2,2025-06-11,Debit Card,0.21,True
SALE62067,CUST27168,PROD1965,3,2024-09-10,Credit Card,0.14,True
SALE62068,CUSTOMER25691,PROD1491,2,2024-05-19,Credit Card,0.06,True
SALE62069,CUST11962,PROD1724,3,2023-12-24,Cash,0.11,False
SALE62070,CUST19624,PROD1491,50,2024-05-16,Debit Card,0.12,True
SALE62071,CUSTOMER14604,PROD1799,4,2025-05-16,Cash,0.22,False
SALE62072,CUST27381,PROD1730,6,2024-03-03,Credit Card,0.1,False
SALE62073,CUST11469,PROD1922,1,2024-02-22,Credit Card,0.03,False
SALE62074,cust18883,PROD1031,8,2024-04-09,,0.09,False
SALE62075,,PROD1141,6,2025-04-16,Debit Card,0.05,False
SALE62076,CUSTOMER29969,PROD1569,5,2024-02-08,PayPal,0.22,False
SALE62077,CUST13563,PROD1507,3,2024-01-26,PayPal,0.13,False
SALE62078,CUSTOMER29784,PROD1260,2,2024-05-28,Cash,0.06,True
SALE62079,CUST14617,PROD1994,2,2024-06-26,Debit Card,0.24,True
SALE62080,CUST19552,PROD1935,4,2025-02-03,Credit Card,0.22,True
SALE62081,CUST18850,PROD1916,1,2024-02-26,Cash,0.26,text_True
SALE62082,cust24513,PROD1561,6,2025-08-08,PayPal,0.06,False
SALE62083,CUST23828,PROD1786,2,2023-09-27,Cash,1.4000000000000001,True
SALE62084,CUST17028,PROD1889,6,2024-05-26,Cash,0.05,True
SALE62085,CUSTOMER16409,PROD1820,3,2025-07-30,Debit Card,0.06,True
SALE62086,CUST24920,PROD1599,3,2024-01-28,PayPal,0.22,False
SALE62087,CUST26010,PROD1782,3,2023-02-30,Debit Card,0.15,False
SALE62088,cust29740,PROD1715,4,2025-05-14,PayPal,0.12,True
SALE62089,cust28752,PROD1177,1,2023-12-08,Credit Card,0.23,False
SALE62090,CUSTOMER17849,PROD1551,9,2023-09-01,,0.4,False
SALE62091,cust26721,PROD1725,5,2024-12-29,PayPal,0.27,Tru...
SALE62092,CUST10620,PROD1190,3,2024-01-09,Debit Card,0.16,True
SALE62093,CUST18328,PROD1248,7,2023-10-30,PayPal,0.04,False
SALE62094,CUST24693,PROD1788,8,2024-06-11,PayPal,0.09,True
SALE62095,cust11334,PROD1106,6,2024-09-25,PayPal,0.28,False
SALE62096,CUST13718,PROD1808,6,2024-08-25,PayPal,0.27,False
SALE62097,CUSTOMER17986,PROD1195,7,2024-01-19,PayPal,0.11,True
SALE62098,CUSTOMER10289,PROD1081,7,2023-12-20,Debit Card,0.08,True
SALE62099,CUST16527,PROD1691,4,2025-07-21,Debit Card,0.2,False
SALE62100,CUST24866,PROD1821,4,2025-07-06,Credit Card,0.05,False
SALE62101,CUST24085,PROD1598,4,2024-01-10,Cash,0.12,False
SALE62102,cust10358,PROD1929,5,2023-09-29,Cash,0.24,True
SALE62103,CUST18859,PROD1469,2,2023-09-09,,0.04,True
SALE62104,CUST29402,PROD1896,6,2024-03-08,Debit Card,0.03,False
SALE62105,CUSTOMER13554,PROD1580,2,2025-04-11,Debit Card,0.14,True
SALE62106,cust29210,PROD1625,2,2025-01-28,PayPal,0.25,True
SALE62107,CUST13214,PROD1713,6,2024-05-04,Credit Card,0.18,text_True
SALE62108,CUSTOMER26159,PROD1812,2,2024-08-12,Debit Card,0.13,False
SALE62109,CUST29490,PROD1097,7,2023-08-20,Cash,0.21,True
SALE62110,CUSTOMER28515,PROD1140,4,2024-12-08,PayPal,0.19,False
SALE62111,CUST25333,PROD1246,8,2023-10-27,Cash,0.16,False
SALE62112,CUST10699,PROD1063,7,2024-11-06,Debit Card,0.05,True
SALE62113,CUST20870,PROD1445,7,2025-05-22,Cash,0.03,False
SALE62114,CUSTOMER24916,PROD1645,5,01-Jan-2023,Debit Card,0.05,False
SALE62115,CUST28991,PROD1358,1,2024-09-07,Cash,0.22,True
SALE62116,cust24673,PROD1732,1,2024-09-18,PayPal,0.28,True
SALE62117,CUST17093,PROD1355,3,2024-12-23,PayPal,0.28,False
SALE62118,CUST13266,PROD1882,5,2025-02-16,Debit Card,0.25,True
SALE62119,CUST10670,PROD1197,7,2025-05-19,Debit Card,0.11,False
SALE62120,CUST26520,PROD1202,7,2024-03-18,PayPal,0.25,True
SALE62121,CUST11710,PROD1361,2,2024-05-23,Cash,0.02,False
SALE62122,CUST15678,PROD1107,9,2023-10-01,Cash,0.19,False
SALE62123,CUST25990,PROD1459,6,2023-09-11,Cash,0.19,True
SALE62124,cust12281,PROD1907,5,2024-03-27,Cash,0.29,False
SALE62125,cust17473,,8,2024-04-16,Cash,0.23,True
SALE62126,CUST23833,PROD1306,9,2025-03-28,Credit Card,0.27,False
SALE62127,CUST15443,PROD1597,6,2024-08-31,Debit Card,0.27,True
SALE62128,CUST15965,PROD1386,3,2024-06-25,Cash,0.26,True
SALE62129,,PROD1712,1,2024-05-22,Credit Card,0.16,True
SALE62130,CUST22041,PROD1302,3,2025-03-01,Cash,0.15,True
SALE62131,CUST25930,PROD1850,8,2024-05-04,Debit Card,0.22,True
SALE62132,CUSTOMER27050,PROD1398,8,2024-05-02,Cash,0.16,True
SALE62133,CUSTOMER19250,PROD1554,7,2024-09-15,Cash,0.25,text_True
SALE62134,CUST12354,PROD1316,9,2024-09-22,PayPal,0.07,False
SALE62135,CUST28476,PROD1644,1,2024-06-08,,2.3000000000000003,False
SALE62136,CUSTOMER10303,PROD1440,2,2024-09-02,Credit Card,0.14,True
SALE62137,CUSTOMER18166,PROD1502,7,2025-03-16,Debit Card,0.15,True
SALE62138,CUST14870,PROD1107,8,2023-11-30,PayPal,0.24,
SALE62139,CUST14206,PROD1759,7,2023-11-10,Cash,0.0,False
SALE62140,CUST14385,PROD1617,5,2025-02-11,Cash,0.25,True
SALE62141,,PROD1291,9,2024-11-04,PayPal,0.04,False
SALE62142,cust13829,PROD1466,9,2024-02-23,Debit Card,0.07,True
SALE62143,cust17223,PROD1903,3,not a date,Credit Card,0.11,False
SALE62144,CUST26608,PROD1106,7,2024-01-28,Debit Card,0.13,False
SALE62145,CUST26651,PROD1311,7,2024-09-21,,0.16,True
SALE62146,CUST23977,PROD1954,8,2024-03-21,Credit Card,0.1,False
SALE62147,CUST12228,PROD1232,1,2025-03-12,,0.21,True
SALE62148,CUST28182,PROD1674,3,2025-01-15,Debit Card,0.09,False
SALE62149,cust23265,PROD1676,5,2024-03-16,Credit Card,1.4000000000000001,False
SALE62150,CUST24200,PROD1901,2,2024-08-02,Credit Card,0.21,False
SALE62151,CUST10990,,2,01/01/2023,Debit Card,0.19,True
SALE62152,CUSTOMER25475,,1,2024-07-06,Credit Card,0.13,True
SALE62153,CUST10475,PROD1093,2,2024-03-25,Credit Card,0.22,False
SALE62154,CUST20109,PROD1675,8,2024-12-09,Debit Card,0.28,False
SALE62155,cust12615,,9,2023-12-07,Credit Card,0.28,False
SALE62156,CUST29060,PROD1910,3,2024-01-09,PayPal,0.3,False
SALE62157,CUST20546,PROD1427,9,2023-11-30,PayPal,0.23,False
SALE62158,CUST26250,PROD1118,6,2023-12-17,Credit Card,0.1,False
SALE62159,,PROD1664,4,2025-08-03,Credit Card,0.12,False
SALE62160,CUST18282,PROD1950,1,2024-03-19,Credit Card,0.19,False
SALE62161,cust12907,PROD1501,5,2024-05-15,Cash,0.26,True
SALE62162,cust23468,PROD1172,4,2023-09-06,Debit Card,0.05,
SALE62163,cust28265,PROD1272,1,2024-01-21,Debit Card,0.02,False
SALE62164,CUST21160,PROD1789,10,2024-01-27,PayPal,0.05,False
SALE62165,,PROD1004,6,2024-02-07,Cash,0.08,False
SALE62166,cust18384,PROD1323,3,2023-11-17,Cash,0.22,True
SALE62167,CUST21479,PROD1250,5,2024-11-03,PayPal,0.22,True
SALE62168,cust16836,PROD1590,3,2024-09-09,Credit Card,0.01,False
SALE62169,CUST22779,PROD1257,5,2024-04-09,Cash,0.28,False
SALE62170,CUSTOMER28564,PROD1468,9,2024-11-09,PayPal,0.12,True
SALE62171,CUST26664,PROD1461,2,2023-10-29,Debit Card,0.22,False
SALE62172,CUST12425,PROD1149,2,2025-04-13,PayPal,0.24,False
SALE62173,CUST11270,PROD1652,4,2024-01-05,Credit Card,0.24,False
SALE62174,CUST21445,PROD1198,3,2024-01-31,Cash,0.12,False
SALE62175,cust16541,PROD1859,4,2024-05-06,PayPal,0.13,False
SALE62176,CUST20129,PROD1064,7,2024-12-25,Credit Card,0.05,True
SALE62177,cust10306,PROD1231,8,2025-06-09,Cash,0.2,False
SALE62178,cust21916,PROD1232,1,2024-09-30,PayPal,0.16,True
SALE62179,CUST17274,PROD1970,2,2025-04-02,Credit Card,0.25,False
SALE62180,cust19630,PROD1732,3,2025-04-04,Cash,0.28,False
SALE62181,CUST26282,PROD1791,3,2024-12-05,PayPal,0.22,True
SALE62182,cust19368,PROD1206,8,2025-02-03,Debit Card,0.25,False
SALE62183,CUSTOMER28679,PROD1384,7,2024-02-11,,0.22,True
SALE62184,CUSTOMER15986,PROD1101,5,2023-09-06,PayPal,0.02,True
SALE62185,CUSTOMER16951,PROD1290,9,2023-12-21,Cash,0.26,False
SALE62186,CUST11363,PROD1974,5,2025-03-26,PayPal,0.07,False
SALE62187,cust27685,PROD1221,1,2024-12-15,Debit Card,0.05,True
SALE62188,cust12162,PROD1296,9,2024-08-31,Debit Card,0.16,True
SALE62189,CUSTOMER11644,PROD1658,3,2024-07-08,Debit Card,0.14,True
SALE62190,cust25437,PROD1325,1,2023-10-22,PayPal,0.16,True
SALE62191,cust29106,PROD1439,6,2024-12-17,Cash,0.26,False
SALE62192,CUST17612,PROD1926,4,2024-05-05,Credit Card,0.1,True
SALE62193,CUST18856,PROD1308,1,2024-08-27,Credit Card,0.09,False
SALE62194,cust21602,PROD1545,5,01-Jan-2023,PayPal,0.23,False
SALE62195,CUSTOMER23308,PROD1754,8,2025-03-05,Cash,0.08,False
SALE62196,CUST21719,PROD1928,3,2024-07-07,Debit Card,0.04,True
SALE62197,CUST12343,PROD1392,2,2025-07-26,Cash,0.23,False
SALE62198,CUST17352,PROD1506,8,2025-01-29,Cash,0.19,True
SALE62199,CUSTOMER29325,PROD1078,7,2025-03-29,Debit Card,0.29,True
SALE62200,,PROD1662,4,2024-03-18,,0.29,False
SALE62201,CUST25380,PROD1982,8,2024-05-17,Credit Card,0.05,True
SALE62202,CUST15521,PROD1095,5,2025-02-16,Cash,0.03,False
SALE62203,CUST22720,PROD1348,5,2024-06-02,PayPal,0.11,True
SALE62204,CUST24900,PROD1192,7,2023-12-09,Debit Card,0.18,True
SALE62205,CUST19846,PROD1605,8,2024-11-14,PayPal,0.24,True
SALE62206,CUST20562,PROD1381,4,2025-07-21,PayPal,0.19,True
SALE62207,CUSTOMER18160,PROD1733,4,0000-00-00,Debit Card,0.04,True
SALE62208,cust17376,PROD1491,7,2025-05-16,Credit Card,0.23,True
SALE62209,cust22301,PROD1979,4,2024-12-06,Credit Card,0.12,True
SALE62210,CUSTOMER14319,PROD1230,5,2025-01-22,Cash,0.02,False
SALE62211,cust20385,PROD1717,2,2025-04-05,Cash,0.2,False
SALE62212,CUST28803,PROD1014,7,2025-07-03,Cash,0.06,True
SALE62213,CUSTOMER29441,PROD1988,8,2023-09-06,Credit Card,0.1,True
SALE62214,CUST28515,PROD1209,6,2023-11-24,Debit Card,0.28,False
SALE62215,CUSTOMER12562,PROD1213,8,2024-08-30,Credit Card,0.04,True
SALE62216,CUST24441,PROD1262,6,2023-09-13,Cash,0.04,True
SALE62217,cust28029,PROD1917,4,2025-07-02,PayPal,0.13,False
SALE62218,CUST10960,PROD1989,2,2025-01-19,Credit Card,0.08,False
SALE62219,CUST15972,PROD1066,4,2024-10-06,Debit Card,0.2,False
SALE62220,cust25756,,8,2023-12-30,Debit Card,0.16,False
SALE62221,CUST13225,PROD1011,1,2024-06-13,Credit Card,0.29,True
SALE62222,,PROD1310,4,2024-08-24,,0.19,True
SALE62223,cust16095,PROD1877,3,2024-07-27,Debit Card,0.22,True
SALE62224,CUSTOMER14556,PROD1789,4,2024-05-26,PayPal,0.05,False
SALE62225,cust24829,PROD1395,5,2024-10-19,Cash,0.1,True
SALE62226,CUST17691,PROD1171,9,2024-10-25,Debit Card,0.03,True
SALE62227,CUST25785,PROD1596,2,2024-03-19,Credit Card,0.04,True
SALE62228,CUSTOMER15285,PROD1051,1,2025-01-01,Debit Card,0.0,True
SALE62229,CUSTOMER14567,PROD1645,3,2023-09-23,PayPal,0.01,True
SALE62230,CUST23552,PROD1493,6,2023-11-09,Credit Card,0.12,False
SALE62231,CUSTOMER16539,PROD1034,1,2023-11-13,Cash,0.09,False
SALE62232,cust27301,PROD1618,3,2024-01-19,Credit Card,0.04,False
SALE62233,CUST23833,PROD1349,5,2024-08-18,Debit Card,0.16,True
SALE62234,cust13658,PROD1871,2,2024-03-22,Credit Card,0.19,True
SALE62235,CUSTOMER25329,PROD1038,5,2023-10-11,PayPal,0.22,False
SALE62236,CUST13611,PROD1078,9,2023-11-15,Debit Card,0.22,False
SALE62237,CUST22462,PROD1781,4,2024-09-06,Credit Card,0.13,True
SALE62238,CUST28417,PROD1284,8,2024-10-19,PayPal,0.1,True
SALE62239,CUST12073,PROD1142,1,2025-03-04,Debit Card,0.21,False
SALE62240,CUST16319,PROD1488,9,2023-11-21,PayPal,0.27,True
SALE62241,CUST27972,PROD1323,4,2023-09-10,Cash,0.21,True
SALE62242,CUST16208,PROD1372,8,2023-09-06,PayPal,0.29,True
SALE62243,CUSTOMER21115,PROD1657,3,2025-04-25,Credit Card,0.09,True
SALE62244,CUSTOMER27220,PROD1994,2,0000-00-00,Debit Card,0.2,True
SALE62245,CUSTOMER13398,,5,2025-03-23,Debit Card,0.23,False
SALE62246,cust26128,PROD1849,3,2023-12-13,Credit Card,0.09,False
SALE62247,CUSTOMER26610,,5,2025-06-11,PayPal,0.02,True
SALE62248,CUST13104,PROD1414,9,2024-11-02,Debit Card,0.24,False
SALE62249,CUST10955,PROD1240,3,2025-05-11,PayPal,0.18,True
SALE62250,CUST21761,PROD1375,7,2025-02-14,Cash,0.19,False
SALE62251,CUSTOMER15025,PROD1267,8,2024-03-02,Credit Card,0.13,False
SALE62252,cust19767,PROD1055,9,2023-08-28,Credit Card,0.17,True
SALE62253,CUST20508,PROD1795,3,2024-01-27,Cash,0.12,True
SALE62254,cust10407,PROD1857,9,2024-11-01,Cash,0.01,True
SALE62255,cust16159,PROD1340,8,2024-03-19,PayPal,0.29,False
SALE62256,CUST20290,PROD1509,7,2025-06-20,,0.12,True
SALE62257,cust24865,PROD1816,5,2024-05-01,Cash,0.12,False
SALE62258,CUSTOMER27537,PROD1029,9,2025-07-12,Debit Card,0.02,False
SALE62259,cust16934,PROD1084,1,2024-09-17,PayPal,0.17,True
SALE62260,CUSTOMER22007,PROD1743,8,2025-06-22,Cash,0.15,False
SALE62261,cust20180,PROD1760,4,2024-11-24,Debit Card,0.21,False
SALE62262,CUST15830,,3,2025-01-26,Debit Card,0.07,True
SALE62263,CUSTOMER12342,PROD1778,2,2024-07-22,Debit Card,0.08,False
SALE62264,CUST13816,PROD1798,9,2025-03-23,Cash,0.05,True
SALE62265,CUSTOMER16556,PROD1254,2,2024-07-22,,0.15,False
SALE62266,cust21078,PROD1420,6,2024-01-10,Credit Card,0.07,True
SALE62267,CUST25513,PROD1254,9,2024-07-22,Credit Card,0.19,True
SALE62268,CUST22941,PROD1174,8,2025-02-11,Debit Card,0.11,False
SALE62269,CUST13003,PROD1264,6,2024-04-27,,0.06,True
SALE62270,cust20156,PROD1614,5,2023-08-25,Credit Card,0.1,True
SALE62271,CUSTOMER18579,PROD1231,6,2024-11-25,Debit Card,0.12,True
SALE62272,CUST19724,PROD1933,9,2024-10-04,Credit Card,0.24,False
SALE62273,cust10757,PROD1552,2,2024-07-21,PayPal,0.15,True
SALE62274,,PROD1643,2,2024-06-02,PayPal,0.12,False
SALE62275,CUSTOMER20775,PROD1673,6,2025-07-25,Debit Card,0.21,True
SALE62276,CUSTOMER24998,PROD1758,9,2024-09-10,,0.2,text_True
SALE62277,cust29146,PROD1279,7,2025-01-24,Credit Card,0.18,True
SALE62278,cust28644,PROD1718,6,01-Jan-2023,Credit Card,0.18,False
SALE62279,CUSTOMER25979,PROD1973,1,2024-01-08,Credit Card,0.18,
SALE62280,cust29809,PROD1895,2,2023-11-19,Credit Card,0.17,False
SALE62281,CUST27977,,2,2023-09-12,Credit Card,0.01,False
SALE62282,CUST19924,,5,2025-05-20,Credit Card,0.09,text_False
SALE62283,cust17228,PROD1088,5,2025-03-12,Credit Card,0.16,False
SALE62284,cust12712,PROD1380,2,2023-12-27,PayPal,0.26,True
SALE62285,CUST21172,PROD1596,5,2024-12-16,Debit Card,0.01,False
SALE62286,CUSTOMER15616,PROD1434,4,2025-08-12,Cash,0.26,True
SALE62287,CUST15331,PROD1775,2,2025-06-26,Credit Card,0.16,True
SALE62288,CUSTOMER25901,PROD1421,5,2024-01-03,Cash,0.21,True
SALE62289,cust12762,PROD1706,2,2024-12-13,Credit Card,0.18,True
SALE62290,CUST13611,PROD1581,9,2025-08-04,Cash,0.15,True
SALE62291,CUSTOMER10425,PROD1616,1,2025-03-26,Debit Card,0.02,True
SALE62292,CUST25279,PROD1081,9,2024-07-05,Debit Card,0.09,text_True
SALE62293,CUST19994,PROD1849,1,2025-01-31,Debit Card,0.2,False
SALE62294,CUSTOMER24249,PROD1298,9,2023-12-19,Debit Card,0.17,
SALE62295,cust21501,PROD1600,3,2023-11-02,Debit Card,0.16,True
SALE62296,CUST21173,PROD1562,9,2025-02-28,Debit Card,0.06,True
SALE62297,CUST11324,PROD1135,6,2023-12-12,Cash,0.15,True
SALE62298,CUST23298,PROD1349,8,2023-09-11,,0.0,False
SALE62299,CUST22107,PROD1058,9,2024-01-27,Cash,0.0,True
SALE62300,CUSTOMER17755,,9,2025-04-16,Credit Card,0.06,False
SALE62301,,PROD1416,4,2024-11-13,Debit Card,0.2,False
SALE62302,CUST15881,PROD1081,1,2025-06-27,Debit Card,0.25,False
SALE62303,,PROD1410,4,2025-02-24,Credit Card,0.28,False
SALE62304,CUSTOMER10835,PROD1108,8,2024-12-20,Cash,0.04,False
SALE62305,cust23878,PROD1489,9,2023-10-04,Credit Card,0.06,False
SALE62306,CUST27607,PROD1078,6,2024-09-13,Cash,0.21,False
SALE62307,CUST23275,PROD1220,5,2023-08-19,Debit Card,0.26,True
SALE62308,CUSTOMER21370,PROD1187,5,2024-07-15,,0.12,False
SALE62309,CUST15331,PROD1503,3,2024-10-07,Cash,0.13,True
SALE62310,cust16183,PROD1894,5,2025-05-06,Credit Card,0.25,False
SALE62311,cust15127,PROD1115,8,2024-12-09,,0.09,True
SALE62312,CUST11653,,7,2024-07-23,PayPal,0.28,True
SALE62313,CUST19936,PROD1283,5,2024-07-18,Cash,0.25,True
SALE62314,CUST14454,PROD1814,2,2024-02-22,Cash,0.2,True
SALE62315,CUST10726,PROD1987,9,2024-11-26,Debit Card,0.16,False
SALE62316,CUSTOMER19471,PROD1906,9,2025-01-06,Debit Card,0.12,True
SALE62317,CUSTOMER15233,PROD1503,5,2024-02-25,Cash,0.5,False
SALE62318,cust14853,PROD1110,5,2024-04-30,Cash,0.2,True
SALE62319,CUST19126,PROD1087,2,2025-01-06,Cash,0.21,False
SALE62320,,PROD1557,4,2023-10-11,PayPal,0.2,False
SALE62321,CUSTOMER10314,PROD1327,6,2024-02-25,Cash,0.12,True
SALE62322,CUST18572,PROD1398,8,2024-10-07,Cash,0.28,False
SALE62323,CUST15128,PROD1246,9,2023-09-07,Debit Card,0.02,True
SALE62324,CUSTOMER27102,PROD1986,1,2023-11-04,Cash,0.28,False
SALE62325,cust19703,PROD1745,3,2024-12-13,,0.14,True
SALE62326,CUST26419,PROD1015,5,2025-01-26,Debit Card,0.27,False
SALE62327,,PROD1429,5,2025-02-15,Cash,0.28,True
SALE62328,CUST11591,PROD1576,6,2025-04-12,Debit Card,0.03,False
SALE62329,CUST12467,PROD1970,8,2025-01-25,Debit Card,0.21,False
SALE62330,CUST16591,PROD1051,6,2024-07-17,PayPal,0.08,False
SALE62331,CUST23221,PROD1417,9,2024-04-08,PayPal,0.2,True
SALE62332,CUSTOMER25812,PROD1690,3,2024-04-08,Cash,0.05,False
SALE62333,CUSTOMER14515,PROD1856,3,2024-03-27,Debit Card,0.12,True
SALE62334,cust19689,PROD1899,6,2023-12-04,PayPal,0.03,False
SALE62335,cust21016,PROD1712,9,2023-12-25,Credit Card,0.01,False
SALE62336,cust10655,PROD1445,4,2024-12-26,Credit Card,0.17,True
SALE62337,cust28370,,5,2024-05-14,Credit Card,0.21,False
SALE62338,CUST17767,PROD1086,5,2024-12-16,PayPal,0.16,False
SALE62339,cust14613,PROD1199,2,2024-08-27,Credit Card,0.21,True
SALE62340,CUST11750,PROD1098,2,2023-10-24,Credit Card,0.08,Fal...
SALE62341,cust10720,PROD1185,3,2024-03-01,PayPal,0.11,True
SALE62342,CUST27297,PROD1117,1,2023-09-21,Cash,0.23,True
SALE62343,,PROD1822,9,2024-07-16,Cash,0.23,False
SALE62344,,PROD1131,4,2025-05-22,Credit Card,0.22,True
SALE62345,CUSTOMER24506,PROD1885,3,not a date,PayPal,0.17,True
SALE62346,CUSTOMER20585,PROD1594,7,2024-10-01,PayPal,0.02,True
SALE62347,CUST14745,PROD1569,5,2024-12-05,PayPal,0.13,True
SALE62348,cust12126,,2,2024-08-23,,0.04,True
SALE62349,,PROD1530,4,2023-11-06,PayPal,0.03,True
SALE62350,CUST17411,PROD1468,7,2024-07-14,Credit Card,0.06,True
SALE62351,CUST15243,PROD1967,2,2024-05-29,Debit Card,0.03,True
SALE62352,CUST22556,PROD1260,6,2025-04-13,PayPal,0.05,True
SALE62353,CUST29856,PROD1427,3,2023-08-15,,0.03,False
SALE62354,CUSTOMER19752,PROD1652,1,2023-12-02,Credit Card,0.27,False
SALE62355,CUST19068,PROD1388,6,2023-02-30,Cash,0.13,False
SALE62356,cust22288,PROD1868,3,2025-04-29,Cash,0.3,False
SALE62357,CUSTOMER20040,PROD1530,8,2025-03-13,Cash,0.22,True
SALE62358,CUST17199,PROD1242,9,2024-03-30,Cash,0.2,True
SALE62359,CUSTOMER13244,PROD1330,3,2023-09-18,Cash,0.26,True
SALE62360,CUST10642,PROD1104,6,2024-08-27,PayPal,0.26,False
SALE62361,cust14126,PROD1759,8,2023-11-25,Debit Card,0.04,True
SALE62362,CUST29284,PROD1388,9,2023-11-09,Cash,0.12,True
SALE62363,,PROD1081,3,2025-02-02,PayPal,0.12,True
SALE62364,cust14412,PROD1136,2,2024-09-22,PayPal,0.19,False
SALE62365,CUST10883,PROD1744,5,2025-03-29,Cash,0.29,False
SALE62366,,PROD1772,3,2025-06-05,Cash,0.07,True
